Al,Co,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr
-5.2204017e-05,0.00010577723,0.0002033065,1.9630204e-06,3.4195054e-05,-0.00016078891,-1.571862e-05,5.68867e-05,-0.0005007902,-3.2723071e-06,3.657056e-05,-6.4118576e-05
